667	4	3
870	4	2
913	4	4
1647	2	7
1707	4	3
2394	4	3
3503	2	3
3710	4	2
4048	3	6
5093	4	4
5832	2	8
10377	2	8
11332	5	2
12573	5	1
13916	2	7
14124	4	1
15530	4	5
16805	3	2
24005	4	3
27500	1	4
28201	4	2
30316	5	2
31101	3	2
31287	4	1
31467	1	5
31958	5	4
33380	5	1
34056	4	5
34541	3	2
34917	3	2
36843	4	2
37174	4	1
37357	4	2
37721	4	1
37892	2	3
37952	5	4
39317	1	2
39360	2	6
40318	2	1
41015	4	5
41020	5	2
41805	3	3
42542	2	2
43936	2	1
45330	3	6
45528	3	2
46488	5	2
46653	5	5
